Name,County,State
"""Bassett Lake""",Otero,NM
"""Tres Hermanos""",Otero,NM
"""Tres Hermanos SW""",Otero,NM
"""Wilde Tank""",Otero,NM
"""Wilde Tank""",Otero,NM
"""Owl Tank Canyon West""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Desert SE""",Otero,NM
"""Tres Hermanos""",Otero,NM
"""Elephant Mountain""",Otero,NM
"""Owl Tank Canyon West""",Otero,NM
"""Wilde Tank""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Owl Tank Canyon West""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Owl Tank Canyon West""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Orogrande North""",Otero,NM
"""Mack Tanks""",Otero,NM
"""Orogrande South""",Otero,NM
"""Wilde Tank""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Mack Tanks""",Otero,NM
"""Mack Tanks""",Otero,NM
"""Mack Tanks""",Otero,NM
"""Mack Tanks""",Otero,NM
"""Tres Hermanos SE""",Otero,NM
"""Desert SE""",Otero,NM
"""Deadman Canyon""",Otero,NM
"""Desert NE""",Otero,NM
"""Desert NE""",Otero,NM
"""Tres Hermanos""",Otero,NM
"""Owl Tank Canyon West""",Otero,NM
"""Deadman Canyon""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Tres Hermanos""",Otero,NM
"""Elephant Mountain""",Otero,NM
"""Elwood""",Otero,NM
"""Mountain Tank""",Otero,NM
"""Desert SE""",Otero,NM
"""Orogrande South""",Otero,NM
"""Bug Scuffle Canyon""",Otero,NM
"""Nations East Well""",El Paso,TX
"""Clint SE""",El Paso,TX
"""Tornillo""",El Paso,TX
"""Hueco Tanks""",El Paso,TX
"""Hueco Tanks""",El Paso,TX
"""Padre Canyon""",Hudspeth,TX
"""Cavett Lake""",Hudspeth,TX
"""Helms West Well""",El Paso,TX
"""Clint NE""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Hobo Tank""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Wildhorse Draw""",Hudspeth,TX
"""Wildhorse Draw""",Hudspeth,TX
"""Clint SE""",El Paso,TX
"""Hueco Tanks""",El Paso,TX
"""Tornillo""",El Paso,TX
"""T P Well""",Hudspeth,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Hobo Tank""",Hudspeth,TX
"""Clint SE""",El Paso,TX
"""Hueco Tanks""",El Paso,TX
"""Hobo Tank""",Hudspeth,TX
"""Hobo Tank""",Hudspeth,TX
"""Nations East Well""",El Paso,TX
"""Hueco Tanks""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Clint NE""",El Paso,TX
"""Helms West Well""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Clint""",El Paso,TX
"""Clint NE""",El Paso,TX
"""Helms West Well""",El Paso,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Helms West Well""",El Paso,TX
"""Helms West Well""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Helms West Well""",El Paso,TX
"""T P Well""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Nations East Well""",El Paso,TX
"""Wildhorse Draw""",Hudspeth,TX
"""Phone Line Canyon""",Hudspeth,TX
"""T P Well""",Hudspeth,TX
"""Padre Canyon""",Hudspeth,TX
"""Padre Canyon""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Clint SE""",El Paso,TX
"""Cavett Lake""",Hudspeth,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Whiterock Hills""",Hudspeth,TX
"""Buckhorn Draw West""",Donley,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Clint SE""",El Paso,TX
"""Clint SE""",El Paso,TX
"""Cerro Alto Mountain""",Hudspeth,TX
"""Whiterock Hills""",Hudspeth,TX
"""Helms West Well""",El Paso,TX
"""Hobo Tank""",Hudspeth,TX
"""Hueco Tanks""",El Paso,TX
"""Clint NE""",El Paso,TX
"""Clint NE""",El Paso,TX
"""Phone Line Canyon""",Hudspeth,TX
"""Arroyo Miguel""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Agua Azul Creek East""",Zapata,TX
"""Chargos Creek""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Escobas""",Zapata,TX
"""Agua Azul Creek East""",Webb,TX
"""Arroyo Huisache""",Zapata,TX
"""Arroyo Burro""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Roma-Los Saenz East""",Starr,TX
"""Arroyo Veleno""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Blancas Creek South""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Arroyo Salado West""",Zapata,TX
"""Arroyo Salado East""",Zapata,TX
"""Arroyo Salado East""",Zapata,TX
"""Arroyo Salado East""",Zapata,TX
"""Arroyo Salado East""",Zapata,TX
"""Escobas""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Agua Azul Creek West""",Webb,TX
"""Blancas Creek South""",Webb,TX
"""Escobas""",Zapata,TX
"""Falcon Village""",Starr,TX
"""Arroyo Huisache""",Zapata,TX
"""Agua Azul Creek West""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Beckwith Arm""",Zapata,TX
"""Arroyo Clareno""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Arroyo Clareno""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Chargos Creek""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Agua Azul Creek West""",Zapata,TX
"""Agua Azul Creek West""",Zapata,TX
"""Las Ovejas Creek""",Zapata,TX
"""Agua Azul Creek West""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""Escobas""",Zapata,TX
"""O'Keefe Lake""",Zapata,TX
"""Arroyo Salado West""",Zapata,TX
"""Arroyo Salado West""",Zapata,TX
"""Arroyo Salado West""",Zapata,TX
"""Arroyo Salado West""",Zapata,TX
"""Agua Azul Creek West""",Webb,TX
"""Arroyo Miguel""",Zapata,TX
"""Falcon Village""",Starr,TX
"""Arroyo Miguel""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Agua Azul Creek West""",Webb,TX
"""Arroyo Veleno""",Zapata,TX
"""San Ygnacio""",Zapata,TX
"""Arroyo Salado East""",Zapata,TX
"""Roma-Los Saenz West""",Starr,TX
"""Chargos Creek""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Escobas""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Chargos Creek""",Zapata,TX
"""Las Ovejas Creek""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Chargos Creek""",Zapata,TX
"""O'Keefe Lake""",Webb,TX
"""O'Keefe Lake""",Webb,TX
"""Cuevitas SW""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Arroyo Burro""",Zapata,TX
"""Arroyo Veleno""",Zapata,TX
"""O'Keefe Lake""",Webb,TX
"""Escobas""",Zapata,TX
"""Agua Azul Creek East""",Webb,TX
"""Agua Azul Creek East""",Webb,TX
"""Escobas""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""O'Keefe Lake""",Webb,TX
"""O'Keefe Lake""",Webb,TX
"""Zapata""",Zapata,TX
"""Chargos Creek""",Zapata,TX
"""Mogotes Hill""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Escobas""",Zapata,TX
"""Laredo South""",Webb,TX
"""Laredo South""",Webb,TX
"""Laredo South""",Webb,TX
"""Chargos Creek""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Salineno""",Starr,TX
"""Arroyo Miguel""",Zapata,TX
"""Zapata""",Zapata,TX
"""Arroyo Miguel""",Zapata,TX
"""Retama Creek""",Webb,TX
"""Laredo South""",Webb,TX
"""Arroyo Miguel""",Zapata,TX
"""Laredo South""",Webb,TX
"""Arroyo Miguel""",Zapata,TX
"""Arroyo Huisache""",Zapata,TX
"""Arroyo Burro""",Zapata,TX
"""Algerita""",San Saba,TX
"""Dunman Mountain""",Llano,TX
"""Smithwick""",Burnet,TX
"""San Saba""",San Saba,TX
"""San Saba""",San Saba,TX
"""Dunman Mountain""",Llano,TX
"""Lake Buchanan""",Llano,TX
"""Bear Hollow""",San Saba,TX
"""Bear Hollow""",San Saba,TX
"""Tow""",Burnet,TX
"""Kingsland""",Burnet,TX
"""Lampasas""",Lampasas,TX
"""Buffalo Knob""",San Saba,TX
"""Algerita""",San Saba,TX
"""Kingsland""",Llano,TX
"""Marble Falls""",Burnet,TX
"""Marble Falls""",Burnet,TX
"""Baker Spring""",San Saba,TX
"""Bear Hollow""",San Saba,TX
"""Marble Falls""",Burnet,TX
"""Gorman Falls""",Burnet,TX
"""Marble Falls""",Burnet,TX
"""Marble Falls""",Burnet,TX
"""Llano North""",Llano,TX
"""Buffalo Knob""",San Saba,TX
"""San Saba""",San Saba,TX
"""Buffalo Knob""",San Saba,TX
"""Algerita""",San Saba,TX
"""San Saba""",San Saba,TX
"""Brady Mountain""",San Saba,TX
"""Nix""",Lampasas,TX
"""Tow""",Burnet,TX
"""San Saba""",San Saba,TX
"""Bend""",San Saba,TX
"""Naruna""",Burnet,TX
"""Enchanted Rock""",Llano,TX
"""San Saba""",San Saba,TX
"""Gorman Falls""",Burnet,TX
"""Nix""",Lampasas,TX
"""Bear Hollow""",San Saba,TX
"""Flat Top Peak""",Lampasas,TX
"""Nix""",Lampasas,TX
"""Nix""",Lampasas,TX
"""Nix""",Lampasas,TX
"""Lampasas""",Lampasas,TX
"""Lampasas""",Lampasas,TX
"""Lampasas""",Lampasas,TX
"""Lampasas""",Burnet,TX
"""Smithwick""",Burnet,TX
"""Bear Hollow""",San Saba,TX
"""Llano North""",Llano,TX
"""Llano South""",Llano,TX
"""Llano North""",Llano,TX
"""Lometa""",Lampasas,TX
"""Lometa""",Lampasas,TX
"""Lometa""",Lampasas,TX
"""Bear Hollow""",San Saba,TX
"""Bear Hollow""",San Saba,TX
"""Nix""",Burnet,TX
"""Nix""",Lampasas,TX
"""Lampasas""",Lampasas,TX
"""Lampasas""",Burnet,TX
"""Clear Creek Lake""",Menard,TX
"""Eden SE""",Concho,TX
"""Eden""",Concho,TX
"""Indio Hill""",Crockett,TX
"""Sonora NW""",Sutton,TX
"""Sonora SE""",Sutton,TX
"""Needle Creek""",McCulloch,TX
"""Sonora SE""",Sutton,TX
"""Needle Creek""",McCulloch,TX
"""Sonora""",Sutton,TX
"""Eden""",Concho,TX
"""Needle Creek""",McCulloch,TX
"""Needle Creek""",McCulloch,TX
"""Needle Creek""",Concho,TX
"""Indio Hill""",Crockett,TX
"""Sonora NW""",Schleicher,TX
"""Callan""",Concho,TX
"""Live Oak""",Concho,TX
"""Eden SW""",Concho,TX
"""Needle Creek""",McCulloch,TX
"""Melvin""",McCulloch,TX
"""Callan""",Menard,TX
"""Callan""",Concho,TX
"""Pasche""",Concho,TX
"""Eden""",Concho,TX
"""Eden""",Concho,TX
"""Eden""",Concho,TX
"""Schneeman Draw SE""",Crockett,TX
"""Sonora NW""",Sutton,TX
"""Live Oak""",Concho,TX
"""Live Oak""",Concho,TX
"""Wall""",Tom Green,TX
"""Melvin""",McCulloch,TX
"""Sonora""",Sutton,TX
"""Sonora SE""",Sutton,TX
"""Sonora NE""",Sutton,TX
"""Sonora NW""",Sutton,TX
"""Sonora NE""",Sutton,TX
"""Eldorado SW""",Schleicher,TX
"""Sonora NW""",Sutton,TX
"""Sonora NW""",Sutton,TX
"""Sonora NE""",Sutton,TX
"""Sonora""",Sutton,TX
"""Indio Hill""",Crockett,TX
"""Dallas""",Dallas,TX
"""Eldorado SW""",Schleicher,TX
"""Live Oak""",Concho,TX
"""Indio Hill""",Crockett,TX
"""Sonora NE""",Sutton,TX
"""Ozona""",Crockett,TX
"""Sonora NW""",Sutton,TX
"""Sonora NE""",Sutton,TX
"""Live Oak""",Concho,TX
"""Eden""",Concho,TX
"""Eden""",Concho,TX
"""Millersview SE""",Concho,TX
"""Millersview SE""",Concho,TX
"""Pasche""",Concho,TX
"""Melvin""",McCulloch,TX
"""Callan""",Concho,TX
"""Sonora NW""",Sutton,TX
"""Sonora SE""",Sutton,TX
"""Sonora NW""",Schleicher,TX
"""Sonora NE""",Sutton,TX
"""Indio Hill""",Crockett,TX
"""Sonora NW""",Sutton,TX
"""Sonora""",Sutton,TX
"""Emhouse""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Midlothian""",Ellis,TX
"""Emhouse""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Palmer""",Ellis,TX
"""Ennis West""",Ellis,TX
"""Corsicana""",Navarro,TX
"""Italy""",Ellis,TX
"""Purdon""",Navarro,TX
"""Oak Cliff""",Dallas,TX
"""Bristol""",Ellis,TX
"""Ferris""",Dallas,TX
"""Bristol""",Ellis,TX
"""Bristol""",Ellis,TX
"""Bristol""",Ellis,TX
"""Ennis West""",Ellis,TX
"""Rosser""",Kaufman,TX
"""Chatfield""",Navarro,TX
"""Waxahachie""",Ellis,TX
"""Waxahachie""",Ellis,TX
"""Powell""",Navarro,TX
"""Corsicana""",Navarro,TX
"""Forreston""",Ellis,TX
"""Hutchins""",Dallas,TX
"""Scurry""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Rosser""",Kaufman,TX
"""Rosser""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Seagoville""",Dallas,TX
"""Hutchins""",Dallas,TX
"""Chatfield""",Navarro,TX
"""Grays Prairie""",Kaufman,TX
"""Hutchins""",Dallas,TX
"""Hutchins""",Dallas,TX
"""India""",Dallas,TX
"""Bristol""",Ellis,TX
"""Forney South""",Kaufman,TX
"""Chatfield""",Navarro,TX
"""Mertens""",Hill,TX
"""Mertens""",Navarro,TX
"""Mertens""",Hill,TX
"""Frost""",Hill,TX
"""Rosser""",Kaufman,TX
"""Scurry""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Seagoville""",Dallas,TX
"""Corsicana""",Navarro,TX
"""Hutchins""",Dallas,TX
"""Avalon""",Ellis,TX
"""Forreston""",Ellis,TX
"""Forreston""",Ellis,TX
"""Cryer Creek""",Ellis,TX
"""Cryer Creek""",Ellis,TX
"""Cryer Creek""",Ellis,TX
"""Ennis West""",Ellis,TX
"""Purdon""",Navarro,TX
"""Frost""",Navarro,TX
"""Cryer Creek""",Navarro,TX
"""Cryer Creek""",Navarro,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Midlothian""",Ellis,TX
"""Rosser""",Kaufman,TX
"""Blooming Grove""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Ellis,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Ennis East""",Ellis,TX
"""Ennis East""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Dawson""",Navarro,TX
"""Dawson""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Purdon""",Navarro,TX
"""Midlothian""",Ellis,TX
"""Chatfield""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Corbet""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Corbet""",Navarro,TX
"""Corbet""",Navarro,TX
"""Corbet""",Navarro,TX
"""Corbet""",Navarro,TX
"""Corbet""",Navarro,TX
"""Corsicana""",Navarro,TX
"""Waxahachie""",Ellis,TX
"""Dawson""",Navarro,TX
"""Corsicana""",Navarro,TX
"""Corbet""",Navarro,TX
"""Powell""",Navarro,TX
"""Corbet""",Navarro,TX
"""Midlothian""",Ellis,TX
"""Mesquite""",Dallas,TX
"""Irving""",Dallas,TX
"""Bristol""",Ellis,TX
"""Rosser""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Rosser SW""",Navarro,TX
"""Ennis West""",Ellis,TX
"""Cryer Creek""",Ellis,TX
"""Waxahachie""",Ellis,TX
"""Terrell South""",Kaufman,TX
"""Ennis West""",Ellis,TX
"""Forney North""",Kaufman,TX
"""Ennis West""",Ellis,TX
"""Ennis West""",Ellis,TX
"""Ennis West""",Ellis,TX
"""Grays Prairie""",Kaufman,TX
"""Forney North""",Kaufman,TX
"""Forreston""",Ellis,TX
"""Forreston""",Ellis,TX
"""India""",Dallas,TX
"""Bristol""",Ellis,TX
"""Forney South""",Kaufman,TX
"""Rosser SW""",Navarro,TX
"""Forney South""",Kaufman,TX
"""Grays Prairie""",Kaufman,TX
"""Chatfield""",Navarro,TX
"""Kaufman""",Kaufman,TX
"""Malone""",Hill,TX
"""Kaufman""",Kaufman,TX
"""Rosser""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Rosser SW""",Navarro,TX
"""India""",Dallas,TX
"""Midlothian""",Ellis,TX
"""Rosser SW""",Navarro,TX
"""Rosser SW""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Seagoville""",Dallas,TX
"""Bristol""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Rosser SW""",Navarro,TX
"""Mertens""",Hill,TX
"""Malone""",Hill,TX
"""Grays Prairie""",Kaufman,TX
"""Grays Prairie""",Kaufman,TX
"""Bristol""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Grays Prairie""",Kaufman,TX
"""Grays Prairie""",Kaufman,TX
"""Malone""",Hill,TX
"""Midlothian""",Ellis,TX
"""India""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Bazette""",Navarro,TX
"""Avalon""",Ellis,TX
"""Avalon""",Ellis,TX
"""Avalon""",Ellis,TX
"""Cryer Creek""",Ellis,TX
"""Frost""",Navarro,TX
"""Frost""",Ellis,TX
"""Frost""",Navarro,TX
"""Corsicana""",Navarro,TX
"""Forney South""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Purdon""",Navarro,TX
"""Richland""",Navarro,TX
"""Hutchins""",Dallas,TX
"""Scurry""",Kaufman,TX
"""Rosser""",Kaufman,TX
"""Avalon""",Ellis,TX
"""Frost""",Navarro,TX
"""Frost""",Navarro,TX
"""Frost""",Navarro,TX
"""Frost""",Ellis,TX
"""Avalon""",Ellis,TX
"""Bazette""",Navarro,TX
"""Frost""",Navarro,TX
"""Bazette""",Navarro,TX
"""Cryer Creek""",Navarro,TX
"""Avalon""",Navarro,TX
"""Bazette""",Navarro,TX
"""Dawson""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Blooming Grove""",Navarro,TX
"""Avalon""",Ellis,TX
"""Avalon""",Ellis,TX
"""Avalon""",Ellis,TX
"""Avalon""",Ellis,TX
"""Midlothian""",Ellis,TX
"""Rosser""",Kaufman,TX
"""Forney South""",Kaufman,TX
"""Bazette""",Navarro,TX
"""Rosser SW""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Bazette""",Navarro,TX
"""Rosser SW""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Emhouse""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Bazette""",Navarro,TX
"""Seagoville""",Dallas,TX
"""Bristol""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Bazette""",Navarro,TX
"""Kaufman""",Kaufman,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Chatfield""",Navarro,TX
"""Bristol""",Ellis,TX
"""Scurry""",Kaufman,TX
"""Bazette""",Navarro,TX
"""Avalon""",Ellis,TX
"""Bristol""",Ellis,TX
"""Kaufman""",Kaufman,TX
"""San Angelo South""",Tom Green,TX
"""Sweetwater""",Nolan,TX
"""Ballinger""",Runnels,TX
"""Herring Ranch""",Runnels,TX
"""Wilmeth""",Runnels,TX
"""Paint Rock""",Concho,TX
"""Lake Colorado City""",Mitchell,TX
"""Hamby""",Jones,TX
"""Truby""",Jones,TX
"""McWhorter Mountain""",Mitchell,TX
"""Miles NW""",Runnels,TX
"""Knickerbocker""",Tom Green,TX
"""Dead Indian Mountain""",Sterling,TX
"""Bull Creek""",Fisher,TX
"""Lake Abilene""",Taylor,TX
"""Vincent""",Mitchell,TX
"""Tankersley""",Irion,TX
"""Herring Ranch""",Runnels,TX
"""McWhorter Mountain""",Sterling,TX
"""Bald Knob""",Runnels,TX
"""Mountain Pass""",Taylor,TX
"""Cedar Bend""",Mitchell,TX
"""San Angelo South""",Tom Green,TX
"""San Angelo South""",Tom Green,TX
"""Cuthbert""",Mitchell,TX
"""Roscoe""",Nolan,TX
"""Roscoe""",Nolan,TX
"""Dam Draw""",Mitchell,TX
"""McWhorter Mountain""",Mitchell,TX
"""Dead Indian Mountain""",Sterling,TX
"""Tuscola""",Taylor,TX
"""Spade Ranch""",Mitchell,TX
"""Valera""",Coleman,TX
"""Miles""",Tom Green,TX
"""McWhorter Mountain""",Mitchell,TX
"""McWhorter Mountain""",Sterling,TX
"""Veribest""",Tom Green,TX
"""Bradshaw""",Taylor,TX
"""Lake Sweetwater""",Nolan,TX
"""Cedar Bend""",Mitchell,TX
"""Millersview""",Concho,TX
"""Dead Indian Mountain""",Sterling,TX
"""Eskota""",Nolan,TX
"""Abilene East""",Callahan,TX
"""Colorado City SE""",Mitchell,TX
"""Lowake""",Concho,TX
"""Lowake""",Concho,TX
"""Truby""",Jones,TX
"""McEwen Draw""",Coleman,TX
"""Mountain Pass""",Taylor,TX
"""Novice East""",Coleman,TX
"""Abilene East""",Taylor,TX
"""Veribest""",Tom Green,TX
"""Mount Nebo""",Tom Green,TX
"""Lake Abilene""",Taylor,TX
"""Lake Colorado City""",Mitchell,TX
"""Edith""",Coke,TX
"""Hamby""",Jones,TX
"""Lake Trammell""",Nolan,TX
"""Lake Trammell""",Nolan,TX
"""Crews""",Runnels,TX
"""Ballinger""",Runnels,TX
"""Dead Indian Mountain""",Sterling,TX
"""Bronte""",Coke,TX
"""Bronte""",Coke,TX
"""Hyman NE""",Mitchell,TX
"""Ballinger""",Runnels,TX
"""Hamby""",Jones,TX
"""Novice West""",Coleman,TX
"""Herring Ranch""",Runnels,TX
"""Currie Reservoir""",Glasscock,TX
"""Novice West""",Coleman,TX
"""Bull Creek""",Fisher,TX
"""Abilene East""",Taylor,TX
"""Dead Indian Mountain""",Sterling,TX
"""Bradshaw""",Taylor,TX
"""Millican Mountains""",Coke,TX
"""Edith""",Coke,TX
"""Abilene East""",Taylor,TX
"""Abilene East""",Taylor,TX
"""Harriet""",Tom Green,TX
"""Rowena""",Runnels,TX
"""Lake Abilene""",Taylor,TX
"""Lawn""",Taylor,TX
"""San Angelo South""",Tom Green,TX
"""Winters""",Runnels,TX
"""Tuscola""",Taylor,TX
"""Lake Sweetwater""",Nolan,TX
"""Harriet""",Tom Green,TX
"""Gunsight Draw NE""",Borden,TX
"""Abilene West""",Taylor,TX
"""Voss""",Coleman,TX
"""Buffalo Gap""",Taylor,TX
"""Millersview SE""",Concho,TX
"""Abilene East""",Taylor,TX
"""Wingate""",Runnels,TX
"""Maverick""",Runnels,TX
"""Shep""",Taylor,TX
"""McEwen Draw""",Coleman,TX
"""Voss""",Coleman,TX
"""Tuscola""",Taylor,TX
"""Miles""",Tom Green,TX
"""Talpa""",Coleman,TX
"""Spade Ranch""",Mitchell,TX
"""McWhorter Mountain""",Sterling,TX
"""San Angelo South""",Tom Green,TX
"""Tankersley""",Irion,TX
"""Hyman NE""",Mitchell,TX
"""McWhorter Mountain""",Sterling,TX
"""Moss Creek Lake""",Howard,TX
"""Robert Lee""",Coke,TX
"""Goldsboro""",Taylor,TX
"""Goldsboro""",Coleman,TX
"""Goldsboro""",Coleman,TX
"""McEwen Draw""",Coleman,TX
"""Shep""",Taylor,TX
"""Voss""",Coleman,TX
"""Dead Indian Mountain""",Coke,TX
"""McWhorter Mountain""",Sterling,TX
"""Shep""",Taylor,TX
"""Voss""",Coleman,TX
"""Shep""",Taylor,TX
"""Lawn""",Taylor,TX
"""Wingate""",Taylor,TX
"""Lawn""",Taylor,TX
"""Hyman NE""",Mitchell,TX
"""Abilene West""",Taylor,TX
"""Sweetwater""",Nolan,TX
"""Hayrick Mountain""",Mitchell,TX
"""Ballinger""",Runnels,TX
"""Oplin""",Callahan,TX
"""Bronte""",Coke,TX
"""Valera""",Coleman,TX
"""Little Grape Creek""",Coleman,TX
"""Millersview SE""",Concho,TX
"""Goldsboro""",Coleman,TX
"""Church Peak""",Nolan,TX
"""Millican Mountains""",Coke,TX
"""Spade Ranch""",Mitchell,TX
"""Shawville""",Coke,TX
"""Eola""",Concho,TX
"""Cumbie Draw""",Sterling,TX
"""Dead Indian Mountain""",Mitchell,TX
"""Ira NW""",Borden,TX
"""Iatan""",Mitchell,TX
"""Gunsight Draw NE""",Borden,TX
"""Eskota""",Nolan,TX
"""Holder Creek""",Nolan,TX
"""Gunsight Draw SE""",Borden,TX
"""Dead Indian Mountain""",Sterling,TX
"""Benoit""",Runnels,TX
"""McWhorter Mountain""",Mitchell,TX
"""McWhorter Mountain""",Sterling,TX
"""Novice West""",Coleman,TX
"""San Angelo South""",Tom Green,TX
"""Blackwell""",Coke,TX
"""Wingate""",Taylor,TX
"""Lawn""",Taylor,TX
"""Tuscola""",Taylor,TX
"""Wilmeth""",Runnels,TX
"""Wilmeth""",Runnels,TX
"""Goldsboro""",Taylor,TX
"""Twin Buttes""",Tom Green,TX
"""Church Peak""",Runnels,TX
"""Church Peak""",Runnels,TX
"""McWhorter Mountain""",Sterling,TX
"""Bronte""",Coke,TX
"""Robert Lee""",Coke,TX
"""Winters""",Runnels,TX
"""Dead Indian Mountain""",Sterling,TX
"""Millican Mountains""",Coke,TX
"""Tuscola""",Taylor,TX
"""Wilmeth""",Runnels,TX
"""Abilene East""",Taylor,TX
"""Gunsight Draw NE""",Borden,TX
"""Hyman""",Howard,TX
"""Buffalo Gap""",Taylor,TX
"""Cedar Bend""",Mitchell,TX
"""McWhorter Mountain""",Mitchell,TX
"""Spade Ranch""",Mitchell,TX
"""McEwen Draw""",Coleman,TX
